VARIABLE	TYPE	NGENES	BETA	BETA_STD	SE	P	FULL_NAME	term	shortname	P_adjusted	significant_P_adj	tissue_name
Brain_Cortex	COVAR	17349	0.016157	0.029466	0.0049578	0.00056032	Brain_Cortex	f1488	Tea intake	0.01456832	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17349	0.014789	0.027251	0.0047808	0.00099104	Brain_Frontal_Cortex_BA9	f1488	Tea intake	0.02576704	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17349	0.011066	0.018742	0.0055367	0.022833	Brain_Hippocampus	f1488	Tea intake	0.593658	FALSE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17349	0.01198	0.020623	0.0056176	0.016488	Brain_Hypothalamus	f1488	Tea intake	0.428688	FALSE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17349	0.015295	0.026536	0.005286	0.0019077	Brain_Nucleus_accumbens_basal_ganglia	f1488	Tea intake	0.0496002	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17349	0.013844	0.023558	0.0055097	0.0059955	Brain_Putamen_basal_ganglia	f1488	Tea intake	0.155883	FALSE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17349	0.0079834	0.014352	0.0059614	0.090264	Brain_Spinal_cord_cervical_c-1	f1488	Tea intake	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17349	0.0091523	0.015757	0.0059466	0.061901	Brain_Substantia_nigra	f1488	Tea intake	1	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17349	-0.020461	-0.039352	0.0087926	0.99001	Breast_Mammary_Tissue	f1488	Tea intake	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17349	-0.0092848	-0.019895	0.0045561	0.97921	Cells_Cultured_fibroblasts	f1488	Tea intake	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17349	0.0047475	0.01036	0.0033885	0.080605	Cells_EBV-transformed_lymphocytes	f1488	Tea intake	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17349	-0.011207	-0.021973	0.0084347	0.90802	Cervix_Ectocervix	f1488	Tea intake	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17349	-0.0096484	-0.019104	0.0080396	0.88494	Cervix_Endocervix	f1488	Tea intake	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17349	-0.010245	-0.020045	0.0087149	0.88011	Colon_Sigmoid	f1488	Tea intake	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17349	0.0046361	0.0085266	0.0080333	0.28194	Colon_Transverse	f1488	Tea intake	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17349	-0.018229	-0.035887	0.0089735	0.97889	Esophagus_Gastroesophageal_Junction	f1488	Tea intake	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17349	-0.0062524	-0.012091	0.0053237	0.87988	Esophagus_Mucosa	f1488	Tea intake	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17349	-0.018347	-0.036192	0.0086894	0.98262	Esophagus_Muscularis	f1488	Tea intake	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17349	-0.017109	-0.033198	0.0082573	0.98086	Fallopian_Tube	f1488	Tea intake	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17349	-0.010514	-0.018879	0.0066105	0.94414	Heart_Atrial_Appendage	f1488	Tea intake	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17349	-0.010182	-0.016998	0.0063098	0.94669	Heart_Left_Ventricle	f1488	Tea intake	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17349	-0.0083446	-0.014666	0.006235	0.9096	Kidney_Cortex	f1488	Tea intake	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17349	-0.005857	-0.010833	0.006449	0.81811	Kidney_Medulla	f1488	Tea intake	1	FALSE	Kidney Medulla
Liver	COVAR	17349	0.0032803	0.0059072	0.004409	0.22844	Liver	f1488	Tea intake	1	FALSE	Liver
Lung	COVAR	17349	-0.014465	-0.027972	0.0063983	0.98811	Lung	f1488	Tea intake	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17349	-0.010969	-0.020419	0.006704	0.94909	Minor_Salivary_Gland	f1488	Tea intake	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17349	-0.0061964	-0.011719	0.0048278	0.90033	Muscle_Skeletal	f1488	Tea intake	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17349	-0.01027	-0.020673	0.0070003	0.92882	Nerve_Tibial	f1488	Tea intake	1	FALSE	Nerve Tibial
Ovary	COVAR	17349	-0.0031709	-0.0064287	0.0067412	0.68096	Ovary	f1488	Tea intake	1	FALSE	Ovary
Pancreas	COVAR	17349	0.0045438	0.0075975	0.0058751	0.21965	Pancreas	f1488	Tea intake	1	FALSE	Pancreas
Pituitary	COVAR	17349	0.018379	0.034269	0.0062276	0.0015845	Pituitary	f1488	Tea intake	0.041197	TRUE	Pituitary
Prostate	COVAR	17349	-0.01003	-0.019034	0.0083144	0.88615	Prostate	f1488	Tea intake	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17349	-0.0042927	-0.0082818	0.0054105	0.78623	Skin_Not_Sun_Exposed_Suprapubic	f1488	Tea intake	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17349	-0.0064813	-0.01258	0.0054225	0.884	Skin_Sun_Exposed_Lower_leg	f1488	Tea intake	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17349	0.0077419	0.014241	0.0066581	0.12247	Small_Intestine_Terminal_Ileum	f1488	Tea intake	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17349	7.0949e-05	0.00014064	0.0050709	0.49442	Spleen	f1488	Tea intake	1	FALSE	Spleen
Stomach	COVAR	17349	-0.0011874	-0.0021577	0.0083884	0.55628	Stomach	f1488	Tea intake	1	FALSE	Stomach
Testis	COVAR	17349	0.00088577	0.0015294	0.0038649	0.40937	Testis	f1488	Tea intake	1	FALSE	Testis
Thyroid	COVAR	17349	-0.0062003	-0.012279	0.0067309	0.82151	Thyroid	f1488	Tea intake	1	FALSE	Thyroid
Uterus	COVAR	17349	-0.01663	-0.033886	0.0075977	0.98569	Uterus	f1488	Tea intake	1	FALSE	Uterus
Vagina	COVAR	17349	-0.016358	-0.031289	0.0076877	0.98331	Vagina	f1488	Tea intake	1	FALSE	Vagina
Whole_Blood	COVAR	17349	-0.004488	-0.0081117	0.0038658	0.87716	Whole_Blood	f1488	Tea intake	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17350	-0.018084	-0.036105	0.0075859	0.99143	Adipose_Subcutaneous	f1528	Water intake	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17350	-0.029875	-0.058048	0.0078475	0.99993	Adipose_Visceral_Omentum	f1528	Water intake	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17350	-0.0069563	-0.013433	0.0069574	0.8413	Adrenal_Gland	f1528	Water intake	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17350	-0.025068	-0.051172	0.0072119	0.99974	Artery_Aorta	f1528	Water intake	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17350	-0.026285	-0.052342	0.008373	0.99915	Artery_Coronary	f1528	Water intake	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17350	-0.015952	-0.032851	0.0070584	0.98808	Artery_Tibial	f1528	Water intake	1	FALSE	Artery Tibial
Bladder	COVAR	17350	-0.028844	-0.056242	0.0092083	0.99913	Bladder	f1528	Water intake	1	FALSE	Bladder
Brain_Amygdala	COVAR	17350	0.022612	0.038534	0.0055046	2.007e-05	Brain_Amygdala	f1528	Water intake	0.00052182	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17350	0.02451	0.043305	0.0050721	6.8099e-07	Brain_Anterior_cingulate_cortex_BA24	f1528	Water intake	1.770574e-05	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17350	0.022961	0.039672	0.0055237	1.6211e-05	Brain_Caudate_basal_ganglia	f1528	Water intake	0.000421486	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17350	0.016707	0.033521	0.0042844	4.8406e-05	Brain_Cerebellar_Hemisphere	f1528	Water intake	0.001258556	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17350	0.017924	0.035579	0.0044192	2.5073e-05	Brain_Cerebellum	f1528	Water intake	0.000651898	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17350	0.028163	0.051372	0.005003	9.1962e-09	Brain_Cortex	f1528	Water intake	2.391012e-07	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17350	0.025519	0.047033	0.0048284	6.3582e-08	Brain_Frontal_Cortex_BA9	f1528	Water intake	1.653132e-06	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17350	0.022319	0.037807	0.0055989	3.3705e-05	Brain_Hippocampus	f1528	Water intake	0.00087633	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17350	0.021254	0.036594	0.0056786	9.1318e-05	Brain_Hypothalamus	f1528	Water intake	0.002374268	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17350	0.024941	0.043283	0.0053352	1.4834e-06	Brain_Nucleus_accumbens_basal_ganglia	f1528	Water intake	3.85684e-05	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17350	0.021176	0.036042	0.005571	7.2287e-05	Brain_Putamen_basal_ganglia	f1528	Water intake	0.001879462	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17350	0.0070179	0.012619	0.0060138	0.12162	Brain_Spinal_cord_cervical_c-1	f1528	Water intake	1	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17350	0.012865	0.022153	0.0059989	0.016001	Brain_Substantia_nigra	f1528	Water intake	0.416026	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17350	-0.03052	-0.058713	0.0089071	0.99969	Breast_Mammary_Tissue	f1528	Water intake	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17350	-0.0010034	-0.0021504	0.0045873	0.58657	Cells_Cultured_fibroblasts	f1528	Water intake	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17350	-0.0013577	-0.0029625	0.0034335	0.65374	Cells_EBV-transformed_lymphocytes	f1528	Water intake	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17350	-0.013872	-0.027201	0.0084831	0.94899	Cervix_Ectocervix	f1528	Water intake	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17350	-0.0084679	-0.016769	0.0081188	0.85152	Cervix_Endocervix	f1528	Water intake	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17350	-0.013608	-0.02663	0.0088529	0.93786	Colon_Sigmoid	f1528	Water intake	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17350	-0.022546	-0.041467	0.0081195	0.99725	Colon_Transverse	f1528	Water intake	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17350	-0.018514	-0.036457	0.009038	0.97973	Esophagus_Gastroesophageal_Junction	f1528	Water intake	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17350	-0.013859	-0.026797	0.0053478	0.99522	Esophagus_Mucosa	f1528	Water intake	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17350	-0.018938	-0.037367	0.0087804	0.98449	Esophagus_Muscularis	f1528	Water intake	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17350	-0.020735	-0.040241	0.0083051	0.99373	Fallopian_Tube	f1528	Water intake	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17350	-0.009349	-0.016789	0.0067077	0.9183	Heart_Atrial_Appendage	f1528	Water intake	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17350	-0.0071503	-0.011938	0.0063654	0.86934	Heart_Left_Ventricle	f1528	Water intake	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17350	-0.0072932	-0.012821	0.0063633	0.87412	Kidney_Cortex	f1528	Water intake	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17350	-0.0061002	-0.011285	0.0065706	0.8234	Kidney_Medulla	f1528	Water intake	1	FALSE	Kidney Medulla
Liver	COVAR	17350	-0.0079893	-0.01439	0.0044395	0.96403	Liver	f1528	Water intake	1	FALSE	Liver
Lung	COVAR	17350	-0.018184	-0.035168	0.0064307	0.99765	Lung	f1528	Water intake	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17350	-0.023803	-0.044316	0.0067657	0.99978	Minor_Salivary_Gland	f1528	Water intake	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17350	-0.004731	-0.0089494	0.004835	0.83608	Muscle_Skeletal	f1528	Water intake	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17350	-0.0020513	-0.0041295	0.0071297	0.61322	Nerve_Tibial	f1528	Water intake	1	FALSE	Nerve Tibial
Ovary	COVAR	17350	-0.0045381	-0.0092013	0.0067814	0.74831	Ovary	f1528	Water intake	1	FALSE	Ovary
Pancreas	COVAR	17350	-0.0071497	-0.011958	0.0059183	0.88648	Pancreas	f1528	Water intake	1	FALSE	Pancreas
Pituitary	COVAR	17350	0.014617	0.027256	0.0062723	0.0098978	Pituitary	f1528	Water intake	0.2573428	FALSE	Pituitary
Prostate	COVAR	17350	-0.019339	-0.036703	0.0083953	0.98937	Prostate	f1528	Water intake	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17350	-0.012168	-0.023476	0.0053692	0.98827	Skin_Not_Sun_Exposed_Suprapubic	f1528	Water intake	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17350	-0.013091	-0.025414	0.0053806	0.99251	Skin_Sun_Exposed_Lower_leg	f1528	Water intake	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17350	-0.013435	-0.024713	0.0067161	0.97726	Small_Intestine_Terminal_Ileum	f1528	Water intake	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17350	-0.0063322	-0.012552	0.0051764	0.88938	Spleen	f1528	Water intake	1	FALSE	Spleen
Stomach	COVAR	17350	-0.018977	-0.034486	0.0084376	0.98774	Stomach	f1528	Water intake	1	FALSE	Stomach
Testis	COVAR	17350	0.004652	0.0080323	0.003903	0.11666	Testis	f1528	Water intake	1	FALSE	Testis
Thyroid	COVAR	17350	-0.0086619	-0.017155	0.0068144	0.89815	Thyroid	f1528	Water intake	1	FALSE	Thyroid
Uterus	COVAR	17350	-0.012282	-0.025032	0.0076517	0.94576	Uterus	f1528	Water intake	1	FALSE	Uterus
Vagina	COVAR	17350	-0.023069	-0.044133	0.0077047	0.99862	Vagina	f1528	Water intake	1	FALSE	Vagina
Whole_Blood	COVAR	17350	-0.0030559	-0.0055234	0.0039429	0.78084	Whole_Blood	f1528	Water intake	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17347	-0.012913	-0.025779	0.0069825	0.96779	Adipose_Subcutaneous	f1538.0	No recent dietary change	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17347	-0.010186	-0.019791	0.007211	0.92111	Adipose_Visceral_Omentum	f1538.0	No recent dietary change	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17347	-0.01255	-0.024233	0.0064904	0.97341	Adrenal_Gland	f1538.0	No recent dietary change	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17347	0.00010798	0.00022041	0.0066119	0.49349	Artery_Aorta	f1538.0	No recent dietary change	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17347	-0.0046495	-0.009258	0.0076923	0.72722	Artery_Coronary	f1538.0	No recent dietary change	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17347	-0.0076092	-0.015669	0.0064647	0.8804	Artery_Tibial	f1538.0	No recent dietary change	1	FALSE	Artery Tibial
Bladder	COVAR	17347	-0.023743	-0.046295	0.00849	0.99741	Bladder	f1538.0	No recent dietary change	1	FALSE	Bladder
Brain_Amygdala	COVAR	17347	0.022038	0.037554	0.0050537	6.52e-06	Brain_Amygdala	f1538.0	No recent dietary change	0.00016952	TRUE	Brain Amygdala
Brain_Anterior_cingulate_cor...	COVAR	17347	0.020347	0.035952	0.0046483	6.0422e-06	Brain_Anterior_cingulate_cortex_BA24	f1538.0	No recent dietary change	0.0001570972	TRUE	Brain Anterior cingulate cortex BA24
Brain_Caudate_basal_ganglia	COVAR	17347	0.020676	0.035722	0.0050858	2.4084e-05	Brain_Caudate_basal_ganglia	f1538.0	No recent dietary change	0.000626184	TRUE	Brain Caudate basal ganglia
Brain_Cerebellar_Hemisphere	COVAR	17347	0.01566	0.031435	0.0039298	3.3902e-05	Brain_Cerebellar_Hemisphere	f1538.0	No recent dietary change	0.000881452	TRUE	Brain Cerebellar Hemisphere
Brain_Cerebellum	COVAR	17347	0.016252	0.032274	0.0040566	3.0977e-05	Brain_Cerebellum	f1538.0	No recent dietary change	0.000805402	TRUE	Brain Cerebellum
Brain_Cortex	COVAR	17347	0.020845	0.038025	0.0046034	2.9959e-06	Brain_Cortex	f1538.0	No recent dietary change	7.78934e-05	TRUE	Brain Cortex
Brain_Frontal_Cortex_BA9	COVAR	17347	0.019272	0.035521	0.0044342	6.9667e-06	Brain_Frontal_Cortex_BA9	f1538.0	No recent dietary change	0.0001811342	TRUE	Brain Frontal Cortex BA9
Brain_Hippocampus	COVAR	17347	0.021917	0.037124	0.0051417	1.0156e-05	Brain_Hippocampus	f1538.0	No recent dietary change	0.000264056	TRUE	Brain Hippocampus
Brain_Hypothalamus	COVAR	17347	0.01901	0.032732	0.0052253	0.00013772	Brain_Hypothalamus	f1538.0	No recent dietary change	0.00358072	TRUE	Brain Hypothalamus
Brain_Nucleus_accumbens_basa...	COVAR	17347	0.019677	0.034145	0.0049073	3.0532e-05	Brain_Nucleus_accumbens_basal_ganglia	f1538.0	No recent dietary change	0.000793832	TRUE	Brain Nucleus accumbens basal ganglia
Brain_Putamen_basal_ganglia	COVAR	17347	0.020506	0.034899	0.0051275	3.1912e-05	Brain_Putamen_basal_ganglia	f1538.0	No recent dietary change	0.000829712	TRUE	Brain Putamen basal ganglia
Brain_Spinal_cord_cervical_c...	COVAR	17347	0.013898	0.024988	0.0055817	0.0063935	Brain_Spinal_cord_cervical_c-1	f1538.0	No recent dietary change	0.166231	FALSE	Brain Spinal cord cervical c-1
Brain_Substantia_nigra	COVAR	17347	0.015588	0.026841	0.0055337	0.0024266	Brain_Substantia_nigra	f1538.0	No recent dietary change	0.0630916	FALSE	Brain Substantia nigra
Breast_Mammary_Tissue	COVAR	17347	-0.017367	-0.033406	0.0081947	0.98296	Breast_Mammary_Tissue	f1538.0	No recent dietary change	1	FALSE	Breast Mammary Tissue
Cells_Cultured_fibroblasts	COVAR	17347	-0.0074163	-0.015894	0.0042261	0.96035	Cells_Cultured_fibroblasts	f1538.0	No recent dietary change	1	FALSE	Cells Cultured fibroblasts
Cells_EBV-transformed_lympho...	COVAR	17347	-0.0029281	-0.006391	0.003169	0.82224	Cells_EBV-transformed_lymphocytes	f1538.0	No recent dietary change	1	FALSE	Cells EBV-transformed lymphocytes
Cervix_Ectocervix	COVAR	17347	-0.0072475	-0.014211	0.0078441	0.82224	Cervix_Ectocervix	f1538.0	No recent dietary change	1	FALSE	Cervix Ectocervix
Cervix_Endocervix	COVAR	17347	-0.0036329	-0.0071945	0.007473	0.68656	Cervix_Endocervix	f1538.0	No recent dietary change	1	FALSE	Cervix Endocervix
Colon_Sigmoid	COVAR	17347	0.0016732	0.0032744	0.008109	0.41826	Colon_Sigmoid	f1538.0	No recent dietary change	1	FALSE	Colon Sigmoid
Colon_Transverse	COVAR	17347	-0.022652	-0.041666	0.0075352	0.99868	Colon_Transverse	f1538.0	No recent dietary change	1	FALSE	Colon Transverse
Esophagus_Gastroesophageal_J...	COVAR	17347	-0.0081965	-0.01614	0.0083061	0.83812	Esophagus_Gastroesophageal_Junction	f1538.0	No recent dietary change	1	FALSE	Esophagus Gastroesophageal Junction
Esophagus_Mucosa	COVAR	17347	-0.018114	-0.035028	0.0049946	0.99986	Esophagus_Mucosa	f1538.0	No recent dietary change	1	FALSE	Esophagus Mucosa
Esophagus_Muscularis	COVAR	17347	-0.0079955	-0.015775	0.0080455	0.83983	Esophagus_Muscularis	f1538.0	No recent dietary change	1	FALSE	Esophagus Muscularis
Fallopian_Tube	COVAR	17347	-0.0052398	-0.010169	0.0076672	0.75282	Fallopian_Tube	f1538.0	No recent dietary change	1	FALSE	Fallopian Tube
Heart_Atrial_Appendage	COVAR	17347	-0.010432	-0.018729	0.0061755	0.9544	Heart_Atrial_Appendage	f1538.0	No recent dietary change	1	FALSE	Heart Atrial Appendage
Heart_Left_Ventricle	COVAR	17347	-0.016538	-0.027609	0.0058801	0.99754	Heart_Left_Ventricle	f1538.0	No recent dietary change	1	FALSE	Heart Left Ventricle
Kidney_Cortex	COVAR	17347	-0.012345	-0.021698	0.0058484	0.9826	Kidney_Cortex	f1538.0	No recent dietary change	1	FALSE	Kidney Cortex
Kidney_Medulla	COVAR	17347	-0.008973	-0.016597	0.0060207	0.93192	Kidney_Medulla	f1538.0	No recent dietary change	1	FALSE	Kidney Medulla
Liver	COVAR	17347	-0.0065187	-0.011738	0.0040806	0.94491	Liver	f1538.0	No recent dietary change	1	FALSE	Liver
Lung	COVAR	17347	-0.010366	-0.020048	0.0059488	0.95929	Lung	f1538.0	No recent dietary change	1	FALSE	Lung
Minor_Salivary_Gland	COVAR	17347	-0.023818	-0.044346	0.0062864	0.99992	Minor_Salivary_Gland	f1538.0	No recent dietary change	1	FALSE	Minor Salivary Gland
Muscle_Skeletal	COVAR	17347	-0.011454	-0.021667	0.0044508	0.99496	Muscle_Skeletal	f1538.0	No recent dietary change	1	FALSE	Muscle Skeletal
Nerve_Tibial	COVAR	17347	-0.00041516	-0.00083595	0.0065032	0.52545	Nerve_Tibial	f1538.0	No recent dietary change	1	FALSE	Nerve Tibial
Ovary	COVAR	17347	-0.0051325	-0.010407	0.0062487	0.79428	Ovary	f1538.0	No recent dietary change	1	FALSE	Ovary
Pancreas	COVAR	17347	-0.014656	-0.024512	0.0054805	0.99625	Pancreas	f1538.0	No recent dietary change	1	FALSE	Pancreas
Pituitary	COVAR	17347	0.0085669	0.015974	0.0057713	0.068861	Pituitary	f1538.0	No recent dietary change	1	FALSE	Pituitary
Prostate	COVAR	17347	-0.024097	-0.045731	0.0077868	0.99901	Prostate	f1538.0	No recent dietary change	1	FALSE	Prostate
Skin_Not_Sun_Exposed_Suprapu...	COVAR	17347	-0.014682	-0.028326	0.0050398	0.99821	Skin_Not_Sun_Exposed_Suprapubic	f1538.0	No recent dietary change	1	FALSE	Skin Not Sun Exposed Suprapubic
Skin_Sun_Exposed_Lower_leg	COVAR	17347	-0.013987	-0.027152	0.0050553	0.99717	Skin_Sun_Exposed_Lower_leg	f1538.0	No recent dietary change	1	FALSE	Skin Sun Exposed Lower leg
Small_Intestine_Terminal_Ile...	COVAR	17347	-0.010078	-0.018542	0.0062324	0.94705	Small_Intestine_Terminal_Ileum	f1538.0	No recent dietary change	1	FALSE	Small Intestine Terminal Ileum
Spleen	COVAR	17347	-0.0036699	-0.0072765	0.0047576	0.77975	Spleen	f1538.0	No recent dietary change	1	FALSE	Spleen
Stomach	COVAR	17347	-0.016103	-0.029267	0.0078093	0.98039	Stomach	f1538.0	No recent dietary change	1	FALSE	Stomach
Testis	COVAR	17347	-0.0013106	-0.002263	0.0035891	0.6425	Testis	f1538.0	No recent dietary change	1	FALSE	Testis
Thyroid	COVAR	17347	-0.0033941	-0.006723	0.0062822	0.70549	Thyroid	f1538.0	No recent dietary change	1	FALSE	Thyroid
Uterus	COVAR	17347	-0.0013593	-0.0027704	0.0070708	0.57622	Uterus	f1538.0	No recent dietary change	1	FALSE	Uterus
Vagina	COVAR	17347	-0.020318	-0.038867	0.007186	0.99765	Vagina	f1538.0	No recent dietary change	1	FALSE	Vagina
Whole_Blood	COVAR	17347	-0.003949	-0.0071375	0.0036273	0.86185	Whole_Blood	f1538.0	No recent dietary change	1	FALSE	Whole Blood
Adipose_Subcutaneous	COVAR	17338	-0.0099577	-0.019877	0.0066663	0.93237	Adipose_Subcutaneous	f1538.1	Illness-induced dietary change	1	FALSE	Adipose Subcutaneous
Adipose_Visceral_Omentum	COVAR	17338	-0.0044827	-0.0087078	0.0069047	0.7419	Adipose_Visceral_Omentum	f1538.1	Illness-induced dietary change	1	FALSE	Adipose Visceral Omentum
Adrenal_Gland	COVAR	17338	-0.0079888	-0.015423	0.0062413	0.89972	Adrenal_Gland	f1538.1	Illness-induced dietary change	1	FALSE	Adrenal Gland
Artery_Aorta	COVAR	17338	-1.105e-05	-2.2553e-05	0.0063439	0.50069	Artery_Aorta	f1538.1	Illness-induced dietary change	1	FALSE	Artery Aorta
Artery_Coronary	COVAR	17338	-0.0058604	-0.011668	0.0073983	0.78585	Artery_Coronary	f1538.1	Illness-induced dietary change	1	FALSE	Artery Coronary
Artery_Tibial	COVAR	17338	-0.0054965	-0.011318	0.0062137	0.8118	Artery_Tibial	f1538.1	Illness-induced dietary change	1	FALSE	Artery Tibial
Bladder	COVAR	17338	-0.020828	-0.040609	0.0080789	0.99503	Bladder	f1538.1	Illness-induced dietary change	1	FALSE	Bladder
Brain_Amygdala	COVAR	17338	0.011948	0.020355	0.0048776	0.0071574	Brain_Amygdala	f1538.1	Illness-induced dietary change	0.1860924	FALSE	Brain Amygdala
